t,p,F
352,0.1437343598e-2,0.4351438271e-1
353,0.1469669984e-2,0.4498405269e-1
354,0.1502181346e-2,0.4648623404e-1
355,0.1534864718e-2,0.4802109876e-1
356,0.1567707e-2,0.4958880576e-1
357,0.1600694973e-2,0.5118950073e-1
358,0.1633815314e-2,0.5282331604e-1
359,0.1667054607e-2,0.5449037065e-1
360,0.170039936e-2,0.5619077001e-1
361,0.1733836017e-2,0.5792460603e-1
362,0.1767350972e-2,0.59691957e-1
363,0.1800930581e-2,0.6149288758e-1
364,0.1834561179e-2,0.6332744876e-1
365,0.1868229088e-2,0.6519567785e-1
366,0.1901920636e-2,0.6709759848e-1
367,0.1935622164e-2,0.6903322065e-1
368,0.1969320041e-2,0.7100254069e-1
369,0.2003000679e-2,0.7300554137e-1
370,0.203665054e-2,0.7504219191e-1
371,0.2070256152e-2,0.7711244806e-1
372,0.2103804116e-2,0.7921625218e-1
373,0.2137281125e-2,0.813535333e-1
374,0.2170673965e-2,0.8352420727e-1
375,0.2203969534e-2,0.857281768e-1
376,0.2237154848e-2,0.8796533165e-1
377,0.2270217054e-2,0.902355487e-1
378,0.2303143434e-2,0.9253869214e-1
379,0.2335921423e-2,0.9487461356e-1
380,0.236853861e-2,0.9724315217e-1
381,0.2400982752e-2,0.9964413492e-1
382,0.2433241779e-2,0.1020773767e0
383,0.2465303805e-2,0.1045426805e0
384,0.2497157133e-2,0.1070398376e0
385,0.2528790265e-2,0.1095686279e0
386,0.2560191906e-2,0.1121288198e0
387,0.2591350972e-2,0.1147201708e0
388,0.2622256597e-2,0.1173424274e0
389,0.2652898138e-2,0.1199953255e0
390,0.2683265181e-2,0.1226785907e0
391,0.2713347545e-2,0.1253919382e0
392,0.2743135288e-2,0.1281350735e0
393,0.2772618713e-2,0.1309076922e0
394,0.2801788367e-2,0.1337094806e0
395,0.2830635051e-2,0.1365401157e0
396,0.2859149819e-2,0.1393992655e0
397,0.2887323984e-2,0.1422865895e0
398,0.2915149117e-2,0.1452017386e0
399,0.2942617056e-2,0.1481443556e0
400,0.29697199e-2,0.1511140755e0
401,0.2996450018e-2,0.1541105256e0
402,0.3022800045e-2,0.1571333256e0
403,0.3048762888e-2,0.1601820885e0
404,0.3074331724e-2,0.1632564202e0
405,0.3099500001e-2,0.1663559202e0
406,0.3124261439e-2,0.1694801817e0
407,0.314861003e-2,0.1726287917e0
408,0.3172540037e-2,0.1758013317e0
409,0.3196045994e-2,0.1789973777e0
410,0.3219122709e-2,0.1822165004e0
411,0.3241765255e-2,0.1854582657e0
412,0.3263968978e-2,0.1887222347e0
413,0.3285729487e-2,0.1920079641e0
414,0.3307042661e-2,0.1953150068e0
415,0.332790464e-2,0.1986429114e0
416,0.3348311828e-2,0.2019912233e0
417,0.3368260887e-2,0.2053594842e0
418,0.3387748737e-2,0.2087472329e0
419,0.3406772554e-2,0.2121540054e0
420,0.3425329766e-2,0.2155793352e0
421,0.3443418048e-2,0.2190227533e0
422,0.3461035326e-2,0.2224837886e0
423,0.3478179765e-2,0.2259619684e0
424,0.3494849772e-2,0.2294568181e0
425,0.351104399e-2,0.2329678621e0
426,0.3526761296e-2,0.2364946234e0
427,0.3542000795e-2,0.2400366242e0
428,0.3556761819e-2,0.243593386e0
429,0.357104392e-2,0.2471644299e0
430,0.3584846869e-2,0.2507492768e0
431,0.3598170651e-2,0.2543474475e0
432,0.361101546e-2,0.2579584629e0
433,0.3623381696e-2,0.2615818446e0
434,0.3635269961e-2,0.2652171146e0
435,0.3646681052e-2,0.2688637956e0
436,0.3657615959e-2,0.2725214116e0
437,0.3668075863e-2,0.2761894875e0
438,0.3678062124e-2,0.2798675496e0
439,0.3687576287e-2,0.2835551259e0
440,0.3696620066e-2,0.2872517459e0
441,0.3705195349e-2,0.2909569413e0
442,0.3713304188e-2,0.2946702455e0
443,0.3720948798e-2,0.2983911943e0
444,0.3728131548e-2,0.3021193258e0
445,0.3734854962e-2,0.3058541808e0
446,0.3741121709e-2,0.3095953025e0
447,0.3746934601e-2,0.3133422371e0
448,0.3752296589e-2,0.3170945337e0
449,0.3757210759e-2,0.3208517444e0
450,0.3761680324e-2,0.3246134248e0
451,0.3765708624e-2,0.3283791334e0
452,0.3769299116e-2,0.3321484325e0
453,0.3772455377e-2,0.3359208879e0
454,0.3775181092e-2,0.339696069e0
455,0.3777480056e-2,0.343473549e0
456,0.3779356162e-2,0.3472529052e0
457,0.3780813408e-2,0.3510337186e0
458,0.378185588e-2,0.3548155745e0
459,0.3782487758e-2,0.3585980622e0
460,0.3782713306e-2,0.3623807755e0
461,0.378253687e-2,0.3661633124e0
462,0.3781962873e-2,0.3699452753e0
463,0.3780995814e-2,0.3737262711e0
464,0.3779640257e-2,0.3775059114e0
465,0.3777900838e-2,0.3812838122e0
466,0.3775782248e-2,0.3850595944e0
467,0.3773289243e-2,0.3888328837e0
468,0.3770426628e-2,0.3926033103e0
469,0.3767199262e-2,0.3963705096e0
470,0.376361205e-2,0.4001341216e0
471,0.375966994e-2,0.4038937916e0
472,0.3755377923e-2,0.4076491695e0
473,0.3750741025e-2,0.4113999105e0
474,0.3745764304e-2,0.4151456748e0
475,0.3740452852e-2,0.4188861277e0
476,0.3734811784e-2,0.4226209395e0
477,0.3728846244e-2,0.4263497857e0
478,0.3722561393e-2,0.4300723471e0
479,0.3715962412e-2,0.4337883095e0
480,0.3709054495e-2,0.437497364e0
481,0.3701842853e-2,0.4411992069e0
482,0.3694332701e-2,0.4448935396e0
483,0.3686529264e-2,0.4485800688e0
484,0.3678437773e-2,0.4522585066e0
485,0.3670063456e-2,0.45592857e0
486,0.3661411544e-2,0.4595899816e0
487,0.3652487264e-2,0.4632424689e0
488,0.3643295837e-2,0.4668857647e0
489,0.3633842477e-2,0.4705196072e0
490,0.3624132388e-2,0.4741437396e0
491,0.3614170762e-2,0.4777579103e0
492,0.3603962776e-2,0.4813618731e0
493,0.3593513592e-2,0.4849553867e0
494,0.3582828353e-2,0.488538215e0
495,0.3571912183e-2,0.4921101272e0
496,0.3560770184e-2,0.4956708974e0
497,0.3549407434e-2,0.4992203048e0
498,0.3537828987e-2,0.5027581338e0
499,0.352603987e-2,0.5062841737e0
500,0.3514045081e-2,0.5097982188e0
501,0.3501849588e-2,0.5133000684e0
502,0.3489458329e-2,0.5167895267e0
503,0.3476876208e-2,0.5202664029e0
504,0.3464108097e-2,0.523730511e0
505,0.3451158831e-2,0.5271816698e0
506,0.3438033209e-2,0.530619703e0
507,0.3424735993e-2,0.534044439e0
508,0.3411271907e-2,0.5374557109e0
509,0.3397645633e-2,0.5408533566e0
510,0.3383861814e-2,0.5442372184e0
511,0.3369925052e-2,0.5476071434e0
512,0.3355839904e-2,0.5509629833e0
513,0.3341610887e-2,0.5543045942e0
514,0.332724247e-2,0.5576318367e0
515,0.3312739081e-2,0.5609445758e0
516,0.32981051e-2,0.5642426809e0
517,0.328334486e-2,0.5675260257e0
518,0.3268462649e-2,0.5707944884e0
519,0.3253462707e-2,0.5740479511e0
520,0.3238349225e-2,0.5772863003e0
521,0.3223126346e-2,0.5805094267e0
522,0.3207798166e-2,0.5837172248e0
523,0.3192368728e-2,0.5869095936e0
524,0.3176842027e-2,0.5900864356e0
525,0.3161222009e-2,0.5932476576e0
526,0.3145512567e-2,0.5963931702e0
527,0.3129717546e-2,0.5995228877e0
528,0.3113840738e-2,0.6026367284e0
529,0.3097885884e-2,0.6057346143e0
530,0.3081856676e-2,0.608816471e0
531,0.3065756751e-2,0.6118822278e0
532,0.3049589697e-2,0.6149318174e0
533,0.303335905e-2,0.6179651765e0
534,0.3017068292e-2,0.6209822448e0
535,0.3000720856e-2,0.6239829656e0
536,0.2984320122e-2,0.6269672858e0
537,0.2967869419e-2,0.6299351552e0
538,0.2951372022e-2,0.6328865272e0
539,0.2934831158e-2,0.6358213584e0
540,0.2918249998e-2,0.6387396084e0
541,0.2901631666e-2,0.64164124e0
542,0.2884979231e-2,0.6445262193e0
543,0.2868295713e-2,0.647394515e0
544,0.285158408e-2,0.6502460991e0
545,0.283484725e-2,0.6530809463e0
546,0.281808809e-2,0.6558990344e0
547,0.2801309416e-2,0.6587003438e0
548,0.2784513995e-2,0.6614848578e0
549,0.2767704543e-2,0.6642525623e0
550,0.2750883727e-2,0.6670034461e0
551,0.2734054165e-2,0.6697375002e0
552,0.2717218425e-2,0.6724547187e0
553,0.2700379027e-2,0.6751550977e0
554,0.2683538443e-2,0.6778386361e0
555,0.2666699096e-2,0.6805053352e0
556,0.2649863362e-2,0.6831551986e0
557,0.2633033569e-2,0.6857882322e0
558,0.2616212e-2,0.6884044442e0
559,0.2599400888e-2,0.6910038451e0
560,0.2582602423e-2,0.6935864475e0
561,0.2565818748e-2,0.6961522662e0
562,0.2549051961e-2,0.6987013182e0
563,0.2532304115e-2,0.7012336223e0
564,0.2515577217e-2,0.7037491995e0
565,0.2498873233e-2,0.7062480728e0
566,0.2482194083e-2,0.7087302668e0
567,0.2465541644e-2,0.7111958085e0
568,0.2448917751e-2,0.7136447262e0
569,0.2432324197e-2,0.7160770504e0
570,0.2415762732e-2,0.7184928132e0
571,0.2399235066e-2,0.7208920482e0
572,0.2382742867e-2,0.7232747911e0
573,0.2366287762e-2,0.7256410789e0
574,0.2349871341e-2,0.7279909502e0
575,0.2333495152e-2,0.7303244453e0
576,0.2317160704e-2,0.7326416061e0
577,0.2300869469e-2,0.7349424755e0
578,0.228462288e-2,0.7372270984e0
579,0.2268422332e-2,0.7394955207e0
580,0.2252269184e-2,0.7417477899e0
581,0.2236164759e-2,0.7439839547e0
582,0.2220110341e-2,0.746204065e0
583,0.2204107182e-2,0.7484081722e0
584,0.2188156498e-2,0.7505963287e0
585,0.2172259467e-2,0.7527685882e0
586,0.2156417239e-2,0.7549250054e0
587,0.2140630924e-2,0.7570656363e0
588,0.2124901604e-2,0.7591905379e0
589,0.2109230326e-2,0.7612997683e0
590,0.2093618104e-2,0.7633933864e0
591,0.2078065923e-2,0.7654714523e0
592,0.2062574734e-2,0.767534027e0
593,0.2047145459e-2,0.7695811725e0
594,0.2031778989e-2,0.7716129515e0
595,0.2016476187e-2,0.7736294277e0
596,0.2001237883e-2,0.7756306655e0
597,0.1986064882e-2,0.7776167304e0
598,0.1970957959e-2,0.7795876884e0
599,0.1955917861e-2,0.7815436062e0
600,0.1940945307e-2,0.7834845515e0
601,0.1926040991e-2,0.7854105925e0
602,0.1911205579e-2,0.7873217981e0
603,0.1896439711e-2,0.7892182378e0
604,0.1881744003e-2,0.7910999818e0
605,0.1867119042e-2,0.7929671009e0
606,0.1852565396e-2,0.7948196663e0
607,0.1838083603e-2,0.7966577499e0
608,0.1823674181e-2,0.798481424e0
609,0.1809337623e-2,0.8002907617e0
610,0.1795074399e-2,0.8020858361e0
611,0.1780884958e-2,0.803866721e0
612,0.1766769725e-2,0.8056334908e0
613,0.1752729103e-2,0.8073862199e0
614,0.1738763477e-2,0.8091249833e0
615,0.1724873207e-2,0.8108498565e0
616,0.1711058635e-2,0.8125609152e0
617,0.1697320082e-2,0.8142582353e0
618,0.1683657849e-2,0.8159418931e0
619,0.167007222e-2,0.8176119653e0
620,0.1656563456e-2,0.8192685288e0
621,0.1643131804e-2,0.8209116606e0
622,0.1629777489e-2,0.8225414381e0
623,0.1616500721e-2,0.8241579388e0
624,0.1603301691e-2,0.8257612405e0
625,0.1590180573e-2,0.8273514211e0
626,0.1577137526e-2,0.8289285586e0
627,0.1564172689e-2,0.8304927313e0
628,0.155128619e-2,0.8320440175e0
629,0.1538478138e-2,0.8335824956e0
630,0.1525748627e-2,0.8351082442e0
631,0.1513097736e-2,0.836621342e0
632,0.1500525531e-2,0.8381218675e0
633,0.1488032063e-2,0.8396098996e0
634,0.1475617367e-2,0.8410855169e0
635,0.1463281467e-2,0.8425487984e0
636,0.1451024373e-2,0.8439998228e0
637,0.1438846081e-2,0.8454386688e0
638,0.1426746576e-2,0.8468654154e0
639,0.1414725828e-2,0.8482801413e0
640,0.1402783798e-2,0.8496829251e0
641,0.1390920432e-2,0.8510738455e0
642,0.1379135667e-2,0.8524529811e0
643,0.1367429427e-2,0.8538204106e0
644,0.1355801628e-2,0.8551762122e0
645,0.134425217e-2,0.8565204644e0
646,0.1332780948e-2,0.8578532453e0
647,0.1321387844e-2,0.8591746332e0
648,0.1310072731e-2,0.8604847059e0
649,0.1298835471e-2,0.8617835414e0
650,0.1287675919e-2,0.8630712173e0
651,0.1276593918e-2,0.8643478112e0
652,0.1265589305e-2,0.8656134005e0
653,0.1254661906e-2,0.8668680624e0
654,0.1243811541e-2,0.868111874e0
655,0.1233038019e-2,0.869344912e0
656,0.1222341143e-2,0.8705672531e0
657,0.1211720708e-2,0.8717789738e0
658,0.1201176501e-2,0.8729801503e0
659,0.1190708303e-2,0.8741708586e0
660,0.1180315886e-2,0.8753511745e0
661,0.1169999016e-2,0.8765211735e0
662,0.1159757454e-2,0.877680931e0
663,0.1149590951e-2,0.8788305219e0
664,0.1139499256e-2,0.8799700212e0
665,0.1129482109e-2,0.8810995033e0
666,0.1119539244e-2,0.8822190425e0
667,0.1109670392e-2,0.8833287129e0
668,0.1099875275e-2,0.8844285882e0
669,0.1090153614e-2,0.8855187418e0
670,0.1080505121e-2,0.8865992469e0
671,0.1070929504e-2,0.8876701765e0
672,0.1061426468e-2,0.8887316029e0
673,0.1051995713e-2,0.8897835986e0
674,0.1042636932e-2,0.8908262356e0
675,0.1033349816e-2,0.8918595854e0
676,0.1024134052e-2,0.8928837194e0
677,0.1014989323e-2,0.8938987088e0
678,0.1005915306e-2,0.8949046241e0
679,0.9969116784e-3,0.8959015357e0
680,0.9879781102e-3,0.8968895139e0
681,0.9791142701e-3,0.8978686281e0
682,0.9703198233e-3,0.8988389479e0
683,0.9615944318e-3,0.8998005424e0
684,0.9529377546e-3,0.9007534801e0
685,0.9443494481e-3,0.9016978296e0
686,0.9358291658e-3,0.9026336587e0
687,0.9273765588e-3,0.9035610353e0
688,0.9189912758e-3,0.9044800266e0
689,0.9106729633e-3,0.9053906995e0
690,0.9024212653e-3,0.9062931208e0
691,0.894235824e-3,0.9071873566e0
692,0.8861162797e-3,0.9080734729e0
693,0.8780622707e-3,0.9089515352e0
694,0.8700734336e-3,0.9098216086e0
695,0.8621494036e-3,0.910683758e0
696,0.854289814e-3,0.9115380478e0
697,0.8464942971e-3,0.9123845421e0
698,0.8387624836e-3,0.9132233046e0
699,0.8310940031e-3,0.9140543986e0
700,0.8234884842e-3,0.9148778871e0
701,0.8159455542e-3,0.9156938327e0
702,0.8084648398e-3,0.9165022975e0
703,0.8010459665e-3,0.9173033435e0
704,0.7936885593e-3,0.918097032e0
705,0.7863922425e-3,0.9188834243e0
706,0.7791566397e-3,0.9196625809e0
707,0.7719813741e-3,0.9204345623e0
708,0.7648660684e-3,0.9211994283e0
709,0.757810345e-3,0.9219572387e0
710,0.750813826e-3,0.9227080525e0
711,0.7438761333e-3,0.9234519287e0
712,0.7369968887e-3,0.9241889255e0
713,0.7301757138e-3,0.9249191013e0
714,0.7234122303e-3,0.9256425135e0
715,0.71670606e-3,0.9263592195e0
716,0.7100568249e-3,0.9270692764e0
717,0.7034641469e-3,0.9277727405e0
718,0.6969276485e-3,0.9284696682e0
719,0.6904469523e-3,0.9291601151e0
720,0.6840216813e-3,0.9298441368e0
721,0.6776514591e-3,0.9305217883e0
722,0.6713359095e-3,0.9311931242e0
723,0.6650746572e-3,0.9318581988e0
724,0.6588673271e-3,0.9325170662e0
725,0.6527135449e-3,0.9331697797e0
726,0.6466129371e-3,0.9338163926e0
727,0.6405651309e-3,0.9344569578e0
728,0.634569754e-3,0.9350915275e0
729,0.6286264354e-3,0.935720154e0
730,0.6227348045e-3,0.9363428888e0
731,0.616894492e-3,0.9369597833e0
732,0.6111051293e-3,0.9375708884e0
733,0.6053663488e-3,0.9381762547e0
734,0.5996777842e-3,0.9387759325e0
735,0.5940390698e-3,0.9393699716e0
736,0.5884498415e-3,0.9399584214e0
737,0.5829097359e-3,0.9405413312e0
738,0.5774183912e-3,0.9411187496e0
739,0.5719754464e-3,0.941690725e0
740,0.566580542e-3,0.9422573055e0
741,0.5612333197e-3,0.9428185389e0
742,0.5559334224e-3,0.9433744723e0
743,0.5506804945e-3,0.9439251528e0
744,0.5454741816e-3,0.944470627e0
745,0.5403141307e-3,0.9450109411e0
746,0.5351999902e-3,0.9455461411e0
747,0.5301314101e-3,0.9460762725e0
748,0.5251080417e-3,0.9466013805e0
749,0.5201295376e-3,0.9471215101e0
750,0.5151955523e-3,0.9476367056e0
751,0.5103057415e-3,0.9481470114e0
752,0.5054597626e-3,0.9486524711e0
753,0.5006572744e-3,0.9491531284e0
754,0.4958979374e-3,0.9496490263e0
755,0.4911814138e-3,0.9501402077e0
756,0.4865073671e-3,0.9506267151e0
757,0.4818754627e-3,0.9511085906e0
