t,p,F
811,0.1711102889e-2,0.7128944522e0
812,0.1703037659e-2,0.7145974899e0
813,0.1694982607e-2,0.7162924725e0
814,0.1686938148e-2,0.7179794106e0
815,0.1678904693e-2,0.7196583153e0
816,0.1670882642e-2,0.721329198e0
817,0.1662872391e-2,0.7229920703e0
818,0.165487433e-2,0.7246469447e0
819,0.164688884e-2,0.7262938335e0
820,0.1638916297e-2,0.7279327498e0
821,0.1630957071e-2,0.7295637069e0
822,0.1623011524e-2,0.7311867184e0
823,0.1615080012e-2,0.7328017984e0
824,0.1607162886e-2,0.7344089613e0
825,0.1599260489e-2,0.7360082218e0
826,0.159137316e-2,0.737599595e0
827,0.1583501229e-2,0.7391830962e0
828,0.1575645021e-2,0.7407587412e0
829,0.1567804857e-2,0.7423265461e0
830,0.155998105e-2,0.7438865271e0
831,0.1552173906e-2,0.745438701e0
832,0.1544383727e-2,0.7469830847e0
833,0.1536610809e-2,0.7485196956e0
834,0.1528855442e-2,0.750048551e0
835,0.1521117911e-2,0.7515696689e0
836,0.1513398492e-2,0.7530830674e0
837,0.150569746e-2,0.7545887649e0
838,0.1498015081e-2,0.7560867799e0
839,0.1490351618e-2,0.7575771316e0
840,0.1482707327e-2,0.7590598389e0
841,0.1475082459e-2,0.7605349213e0
842,0.146747726e-2,0.7620023986e0
843,0.1459891969e-2,0.7634622906e0
844,0.1452326823e-2,0.7649146174e0
845,0.1444782051e-2,0.7663593995e0
846,0.1437257878e-2,0.7677966573e0
847,0.1429754525e-2,0.7692264119e0
848,0.1422272205e-2,0.7706486841e0
849,0.1414811128e-2,0.7720634952e0
850,0.1407371501e-2,0.7734708667e0
851,0.1399953523e-2,0.7748708202e0
852,0.1392557389e-2,0.7762633776e0
853,0.138518329e-2,0.7776485609e0
854,0.1377831412e-2,0.7790263923e0
855,0.1370501936e-2,0.7803968942e0
856,0.1363195039e-2,0.7817600893e0
857,0.1355910894e-2,0.7831160002e0
858,0.1348649667e-2,0.7844646498e0
859,0.1341411524e-2,0.7858060614e0
860,0.1334196621e-2,0.787140258e0
861,0.1327005115e-2,0.7884672631e0
862,0.1319837156e-2,0.7897871003e0
863,0.1312692889e-2,0.7910997931e0
864,0.1305572457e-2,0.7924053656e0
865,0.1298475999e-2,0.7937038416e0
866,0.1291403646e-2,0.7949952452e0
867,0.1284355531e-2,0.7962796008e0
868,0.1277331778e-2,0.7975569326e0
869,0.1270332509e-2,0.7988272651e0
870,0.1263357844e-2,0.8000906229e0
871,0.1256407895e-2,0.8013470308e0
872,0.1249482774e-2,0.8025965136e0
873,0.1242582588e-2,0.8038390962e0
874,0.1235707439e-2,0.8050748036e0
875,0.1228857428e-2,0.806303661e0
876,0.122203265e-2,0.8075256937e0
877,0.1215233198e-2,0.8087409269e0
878,0.1208459161e-2,0.809949386e0
879,0.1201710625e-2,0.8111510967e0
880,0.1194987671e-2,0.8123460843e0
881,0.1188290379e-2,0.8135343747e0
882,0.1181618825e-2,0.8147159935e0
883,0.1174973079e-2,0.8158909666e0
884,0.1168353213e-2,0.8170593198e0
885,0.1161759291e-2,0.8182210791e0
886,0.1155191377e-2,0.8193762705e0
887,0.114864953e-2,0.82052492e0
888,0.1142133808e-2,0.8216670538e0
889,0.1135644263e-2,0.8228026981e0
890,0.1129180947e-2,0.8239318791e0
891,0.1122743908e-2,0.825054623e0
892,0.1116333191e-2,0.8261709561e0
893,0.1109948838e-2,0.827280905e0
894,0.1103590889e-2,0.8283844959e0
895,0.109725938e-2,0.8294817553e0
896,0.1090954345e-2,0.8305727096e0
897,0.1084675817e-2,0.8316573854e0
898,0.1078423824e-2,0.8327358092e0
899,0.1072198391e-2,0.8338080076e0
900,0.1065999544e-2,0.8348740072e0
901,0.1059827302e-2,0.8359338345e0
902,0.1053681685e-2,0.8369875162e0
903,0.104756271e-2,0.8380350789e0
904,0.1041470389e-2,0.8390765493e0
905,0.1035404736e-2,0.840111954e0
906,0.1029365758e-2,0.8411413198e0
907,0.1023353464e-2,0.8421646732e0
908,0.1017367858e-2,0.8431820411e0
909,0.1011408943e-2,0.84419345e0
910,0.1005476718e-2,0.8451989267e0
911,0.9995711839e-3,0.8461984979e0
912,0.9936923351e-3,0.8471921903e0
913,0.9878401664e-3,0.8481800304e0
914,0.98201467e-3,0.8491620451e0
915,0.9762158361e-3,0.8501382609e0
916,0.9704436529e-3,0.8511087046e0
917,0.9646981068e-3,0.8520734027e0
918,0.9589791822e-3,0.8530323819e0
919,0.9532868618e-3,0.8539856687e0
920,0.9476211262e-3,0.8549332899e0
921,0.9419819546e-3,0.8558752718e0
922,0.9363693242e-3,0.8568116411e0
923,0.9307832103e-3,0.8577424244e0
924,0.9252235869e-3,0.8586676479e0
925,0.9196904261e-3,0.8595873384e0
926,0.9141836984e-3,0.8605015221e0
927,0.9087033727e-3,0.8614102254e0
928,0.9032494163e-3,0.8623134749e0
929,0.897821795e-3,0.8632112966e0
930,0.892420473e-3,0.8641037171e0
931,0.8870454132e-3,0.8649907625e0
932,0.8816965768e-3,0.8658724591e0
933,0.8763739237e-3,0.866748833e0
934,0.8710774123e-3,0.8676199104e0
935,0.8658069998e-3,0.8684857174e0
936,0.8605626419e-3,0.8693462801e0
937,0.855344293e-3,0.8702016244e0
938,0.8501519062e-3,0.8710517763e0
939,0.8449854333e-3,0.8718967617e0
940,0.8398448249e-3,0.8727366065e0
941,0.8347300305e-3,0.8735713366e0
942,0.8296409981e-3,0.8744009776e0
943,0.8245776748e-3,0.8752255552e0
944,0.8195400064e-3,0.8760450953e0
945,0.8145279377e-3,0.8768596232e0
946,0.8095414122e-3,0.8776691646e0
947,0.8045803725e-3,0.878473745e0
948,0.7996447602e-3,0.8792733897e0
949,0.7947345157e-3,0.8800681243e0
950,0.7898495784e-3,0.8808579738e0
951,0.7849898868e-3,0.8816429637e0
952,0.7801553784e-3,0.8824231191e0
953,0.7753459899e-3,0.8831984651e0
954,0.7705616568e-3,0.8839690267e0
955,0.7658023139e-3,0.8847348291e0
956,0.7610678951e-3,0.885495897e0
957,0.7563583333e-3,0.8862522553e0
958,0.7516735609e-3,0.8870039288e0
959,0.7470135092e-3,0.8877509424e0
960,0.7423781086e-3,0.8884933205e0
961,0.7377672891e-3,0.8892310878e0
962,0.7331809796e-3,0.8899642687e0
963,0.7286191085e-3,0.8906928878e0
964,0.7240816033e-3,0.8914169694e0
965,0.719568391e-3,0.8921365378e0
966,0.7150793976e-3,0.8928516172e0
967,0.7106145489e-3,0.8935622318e0
968,0.7061737695e-3,0.8942684056e0
969,0.7017569839e-3,0.8949701625e0
970,0.6973641157e-3,0.8956675267e0
971,0.6929950878e-3,0.8963605217e0
972,0.6886498229e-3,0.8970491716e0
973,0.6843282428e-3,0.8977334998e0
974,0.6800302689e-3,0.8984135301e0
975,0.675755822e-3,0.8990892859e0
976,0.6715048225e-3,0.8997607907e0
977,0.6672771902e-3,0.9004280679e0
978,0.6630728445e-3,0.9010911408e0
979,0.6588917044e-3,0.9017500325e0
980,0.6547336881e-3,0.9024047661e0
981,0.6505987138e-3,0.9030553649e0
982,0.646486699e-3,0.9037018516e0
983,0.6423975609e-3,0.9043442491e0
984,0.6383312163e-3,0.9049825803e0
985,0.6342875816e-3,0.9056168679e0
986,0.630266573e-3,0.9062471345e0
987,0.6262681059e-3,0.9068734026e0
988,0.622292096e-3,0.9074956947e0
989,0.6183384581e-3,0.9081140331e0
990,0.6144071069e-3,0.9087284403e0
991,0.6104979571e-3,0.9093389382e0
992,0.6066109225e-3,0.9099455491e0
993,0.6027459173e-3,0.9105482951e0
994,0.5989028548e-3,0.9111471979e0
995,0.5950816486e-3,0.9117422796e0
996,0.5912822117e-3,0.9123335618e0
997,0.587504457e-3,0.9129210662e0
998,0.5837482973e-3,0.9135048145e0
999,0.5800136449e-3,0.9140848282e0
1000,0.5763004122e-3,0.9146611286e0
1001,0.5726085112e-3,0.9152337371e0
1002,0.5689378539e-3,0.9158026749e0
1003,0.5652883522e-3,0.9163679633e0
1004,0.5616599175e-3,0.9169296232e0
1005,0.5580524614e-3,0.9174876757e0
1006,0.5544658952e-3,0.9180421416e0
1007,0.5509001302e-3,0.9185930417e0
1008,0.5473550775e-3,0.9191403968e0
1009,0.5438306482e-3,0.9196842274e0
1010,0.5403267531e-3,0.9202245542e0
1011,0.5368433031e-3,0.9207613975e0
1012,0.533380209e-3,0.9212947777e0
1013,0.5299373815e-3,0.9218247151e0
1014,0.5265147312e-3,0.9223512298e0
1015,0.5231121689e-3,0.922874342e0
1016,0.519729605e-3,0.9233940716e0
1017,0.5163669501e-3,0.9239104385e0
1018,0.5130241147e-3,0.9244234626e0
1019,0.5097010094e-3,0.9249331637e0
1020,0.5063975446e-3,0.9254395612e0
1021,0.5031136308e-3,0.9259426748e0
1022,0.4998491787e-3,0.926442524e0
1023,0.4966040986e-3,0.9269391281e0
1024,0.4933783012e-3,0.9274325064e0
1025,0.4901716971e-3,0.9279226781e0
1026,0.4869841969e-3,0.9284096623e0
1027,0.4838157112e-3,0.928893478e0
1028,0.4806661508e-3,0.9293741442e0
1029,0.4775354265e-3,0.9298516796e0
1030,0.4744234491e-3,0.930326103e0
1031,0.4713301295e-3,0.9307974332e0
1032,0.4682553789e-3,0.9312656885e0
1033,0.4651991081e-3,0.9317308877e0
1034,0.4621612285e-3,0.9321930489e0
1035,0.4591416513e-3,0.9326521905e0
1036,0.4561402878e-3,0.9331083308e0
1037,0.4531570496e-3,0.9335614879e0
1038,0.4501918483e-3,0.9340116797e0
1039,0.4472445955e-3,0.9344589243e0
1040,0.4443152031e-3,0.9349032395e0
1041,0.4414035832e-3,0.9353446431e0
1042,0.4385096477e-3,0.9357831527e0
1043,0.435633309e-3,0.9362187861e0
1044,0.4327744794e-3,0.9366515605e0
1045,0.4299330714e-3,0.9370814936e0
1046,0.4271089979e-3,0.9375086026e0
1047,0.4243021715e-3,0.9379329048e0
1048,0.4215125054e-3,0.9383544173e0
1049,0.4187399127e-3,0.9387731572e0
1050,0.4159843068e-3,0.9391891415e0
1051,0.4132456013e-3,0.9396023871e0
1052,0.4105237098e-3,0.9400129108e0
1053,0.4078185462e-3,0.9404207294e0
1054,0.4051300246e-3,0.9408258594e0
1055,0.4024580594e-3,0.9412283174e0
1056,0.3998025649e-3,0.94162812e0
1057,0.397163456e-3,0.9420252835e0
1058,0.3945406474e-3,0.9424198241e0
1059,0.3919340542e-3,0.9428117582e0
1060,0.3893435918e-3,0.9432011018e0
1061,0.3867691757e-3,0.9435878709e0
1062,0.3842107216e-3,0.9439720817e0
1063,0.3816681454e-3,0.9443537498e0
1064,0.3791413634e-3,0.9447328912e0
1065,0.376630292e-3,0.9451095215e0
1066,0.3741348477e-3,0.9454836563e0
1067,0.3716549475e-3,0.9458553113e0
1068,0.3691905084e-3,0.9462245018e0
1069,0.3667414479e-3,0.9465912432e0
1070,0.3643076834e-3,0.9469555509e0
1071,0.3618891329e-3,0.94731744e0
1072,0.3594857143e-3,0.9476769257e0
1073,0.3570973461e-3,0.9480340231e0
1074,0.3547239467e-3,0.948388747e0
1075,0.3523654351e-3,0.9487411125e0
1076,0.3500217303e-3,0.9490911342e0
1077,0.3476927516e-3,0.9494388269e0
1078,0.3453784187e-3,0.9497842054e0
1079,0.3430786514e-3,0.950127284e0
1080,0.3407933699e-3,0.9504680774e0
1081,0.3385224944e-3,0.9508065999e0
1082,0.3362659458e-3,0.9511428658e0
1083,0.334023645e-3,0.9514768895e0
1084,0.331795513e-3,0.951808685e0
1085,0.3295814716e-3,0.9521382665e0
1086,0.3273814422e-3,0.9524656479e0
1087,0.3251953471e-3,0.9527908432e0
1088,0.3230231085e-3,0.9531138664e0
1089,0.3208646491e-3,0.953434731e0
1090,0.3187198916e-3,0.9537534509e0
1091,0.3165887592e-3,0.9540700397e0
1092,0.3144711754e-3,0.9543845108e0
1093,0.3123670639e-3,0.9546968779e0
1094,0.3102763487e-3,0.9550071542e0
1095,0.3081989541e-3,0.9553153532e0
1096,0.3061348047e-3,0.955621488e0
1097,0.3040838254e-3,0.9559255718e0
1098,0.3020459413e-3,0.9562276178e0
1099,0.3000210778e-3,0.9565276388e0
1100,0.2980091609e-3,0.956825648e0
1101,0.2960101164e-3,0.9571216581e0
1102,0.2940238707e-3,0.957415682e0
1103,0.2920503505e-3,0.9577077323e0
1104,0.2900894827e-3,0.9579978218e0
1105,0.2881411946e-3,0.958285963e0
1106,0.2862054136e-3,0.9585721684e0
1107,0.2842820676e-3,0.9588564505e0
1108,0.2823710847e-3,0.9591388216e0
1109,0.2804723934e-3,0.959419294e0
1110,0.2785859223e-3,0.9596978799e0
1111,0.2767116005e-3,0.9599745915e0
1112,0.2748493574e-3,0.9602494409e0
