t,p,F
204,0.1309437504e-8,0.6376138657e-8
205,0.1621543246e-8,0.7997681903e-8
206,0.2001632954e-8,0.9999314858e-8
207,0.2463074705e-8,0.1246238956e-7
208,0.3021568584e-8,0.1548395815e-7
209,0.3695498069e-8,0.1917945622e-7
210,0.4506325082e-8,0.236857813e-7
211,0.547903273e-8,0.2916481403e-7
212,0.6642619999e-8,0.3580743403e-7
213,0.8030652805e-8,0.4383808683e-7
214,0.9681875985e-8,0.5351996282e-7
215,0.1164089097e-7,0.6516085379e-7
216,0.13958904e-7,0.7911975779e-7
217,0.1669454976e-7,0.9581430755e-7
218,0.1991479562e-7,0.1157291032e-6
219,0.2369593127e-7,0.1394250344e-6
220,0.2812464916e-7,0.1675496836e-6
221,0.3329922031e-7,0.2008489039e-6
222,0.3933077089e-7,0.2401796748e-6
223,0.4634466398e-7,0.2865243388e-6
224,0.5448199132e-7,0.3410063301e-6
225,0.639011795e-7,0.4049075096e-6
226,0.7477971451e-7,0.4796872241e-6
227,0.8731598859e-7,0.5670032127e-6
228,0.1017312728e-6,0.6687344855e-6
229,0.1182718179e-6,0.7870063033e-6
230,0.1372110868e-6,0.9242173902e-6
231,0.1588521196e-6,0.108306951e-5
232,0.1835300328e-6,0.1266599543e-5
233,0.2116146534e-6,0.1478214196e-5
234,0.2435132882e-6,0.1721727484e-5
235,0.2796736264e-6,0.200140111e-5
236,0.3205867747e-6,0.2321987885e-5
237,0.3667904222e-6,0.2688778307e-5
238,0.4188721314e-6,0.3107650439e-5
239,0.4774727509e-6,0.358512319e-5
240,0.5432899454e-6,0.4128413135e-5
241,0.6170818354e-6,0.474549497e-5
242,0.6996707401e-6,0.5445165711e-5
243,0.7919470153e-6,0.6237112726e-5
244,0.8948729761e-6,0.7131985702e-5
245,0.1009486896e-5,0.8141472598e-5
246,0.1136907067e-5,0.9278379664e-5
247,0.1278335916e-5,0.1055671558e-4
248,0.1435064153e-5,0.1199177973e-4
249,0.1608474951e-5,0.1360025468e-4
250,0.1800048126e-5,0.1540030281e-4
251,0.2011364318e-5,0.1741166713e-4
252,0.2244109143e-5,0.1965577627e-4
253,0.2500077306e-5,0.2215585358e-4
254,0.2781176654e-5,0.2493703023e-4
255,0.3089432151e-5,0.2802646238e-4
256,0.3426989759e-5,0.3145345214e-4
257,0.3796120193e-5,0.3524957233e-4
258,0.419922255e-5,0.3944879488e-4
259,0.4638827776e-5,0.4408762266e-4
260,0.5117601952e-5,0.4920522461e-4
261,0.5638349389e-5,0.54843574e-4
262,0.6204015501e-5,0.610475895e-4
263,0.6817689439e-5,0.6786527894e-4
264,0.7482606469e-5,0.7534788541e-4
265,0.820215007e-5,0.8355003548e-4
266,0.8979853741e-5,0.9252988922e-4
267,0.981940248e-5,0.1023492917e-3
268,0.1072463395e-4,0.1130739256e-3
269,0.1169953926e-4,0.1247734649e-3
270,0.1274826344e-4,0.1375217284e-3
271,0.1387510548e-4,0.1513968338e-3
272,0.1508451796e-4,0.1664813518e-3
273,0.1638110638e-4,0.1828624582e-3
274,0.1776962791e-4,0.2006320861e-3
275,0.1925498987e-4,0.2198870759e-3
276,0.2084224766e-4,0.2407293236e-3
277,0.2253660229e-4,0.2632659259e-3
278,0.2434339743e-4,0.2876093233e-3
279,0.2626811609e-4,0.3138774394e-3
280,0.2831637669e-4,0.3421938161e-3
281,0.3049392885e-4,0.372687745e-3
282,0.3280664854e-4,0.4054943935e-3
283,0.3526053294e-4,0.4407549264e-3
284,0.3786169472e-4,0.4786166212e-3
285,0.4061635593e-4,0.5192329771e-3
286,0.4353084148e-4,0.5627638186e-3
287,0.4661157211e-4,0.6093753907e-3
288,0.4986505701e-4,0.6592404477e-3
289,0.5329788598e-4,0.7125383337e-3
290,0.5691672124e-4,0.7694550549e-3
291,0.6072828884e-4,0.8301833438e-3
292,0.647393697e-4,0.8949227134e-3
293,0.6895679029e-4,0.9638795037e-3
294,0.7338741308e-4,0.1037266917e-2
295,0.7803812651e-4,0.1115305043e-2
296,0.8291583485e-4,0.1198220878e-2
297,0.8802744771e-4,0.1286248326e-2
298,0.9337986932e-4,0.1379628195e-2
299,0.9897998761e-4,0.1478608183e-2
300,0.1048346631e-3,0.1583442846e-2
301,0.1109507176e-3,0.1694393564e-2
302,0.1173349229e-3,0.1811728486e-2
303,0.1239939892e-3,0.1935722476e-2
304,0.1309345533e-3,0.2066657029e-2
305,0.1381631674e-3,0.2204820196e-2
306,0.1456862872e-3,0.2350506484e-2
307,0.1535102599e-3,0.2504016743e-2
308,0.1616413132e-3,0.2665658057e-2
309,0.1700855434e-3,0.28357436e-2
310,0.1788489039e-3,0.3014592504e-2
311,0.1879371937e-3,0.3202529698e-2
312,0.1973560465e-3,0.3399885744e-2
313,0.2071109196e-3,0.3606996664e-2
314,0.2172070828e-3,0.3824203747e-2
315,0.2276496079e-3,0.4051853354e-2
316,0.2384433584e-3,0.4290296713e-2
317,0.2495929792e-3,0.4539889692e-2
318,0.2611028871e-3,0.4800992579e-2
319,0.2729772609e-3,0.507396984e-2
320,0.2852200325e-3,0.5359189872e-2
321,0.2978348779e-3,0.565702475e-2
322,0.3108252092e-3,0.596784996e-2
323,0.3241941659e-3,0.6292044125e-2
324,0.3379446079e-3,0.6629988733e-2
325,0.3520791079e-3,0.6982067841e-2
326,0.3665999449e-3,0.7348667786e-2
327,0.3815090978e-3,0.7730176884e-2
328,0.3968082396e-3,0.8126985124e-2
329,0.4124987319e-3,0.8539483855e-2
330,0.4285816205e-3,0.8968065476e-2
331,0.4450576305e-3,0.9413123106e-2
332,0.4619271627e-3,0.9875050269e-2
333,0.4791902903e-3,0.1035424056e-1
334,0.4968467559e-3,0.1085108732e-1
335,0.5148959695e-3,0.1136598328e-1
336,0.5333370062e-3,0.1189932029e-1
337,0.5521686052e-3,0.124514889e-1
338,0.5713891693e-3,0.1302287807e-1
339,0.5909967639e-3,0.1361387483e-1
340,0.6109891181e-3,0.1422486395e-1
341,0.6313636248e-3,0.1485622757e-1
342,0.6521173423e-3,0.1550834491e-1
343,0.6732469959e-3,0.1618159191e-1
344,0.6947489804e-3,0.1687634089e-1
345,0.7166193622e-3,0.1759296025e-1
346,0.7388538833e-3,0.1833181414e-1
347,0.7614479642e-3,0.190932621e-1
348,0.7843967086e-3,0.1987765881e-1
349,0.8076949074e-3,0.2068535372e-1
350,0.8313370438e-3,0.2151669076e-1
351,0.855317299e-3,0.2237200806e-1
352,0.8796295572e-3,0.2325163762e-1
353,0.9042674125e-3,0.2415590503e-1
354,0.9292241749e-3,0.250851292e-1
355,0.9544928771e-3,0.2603962208e-1
356,0.9800662821e-3,0.2701968836e-1
357,0.100593689e-2,0.2802562525e-1
358,0.1032096947e-2,0.290577222e-1
359,0.1058538451e-2,0.3011626065e-1
360,0.1085253162e-2,0.3120151381e-1
361,0.1112232612e-2,0.3231374642e-1
362,0.113946811e-2,0.3345321453e-1
363,0.1166950753e-2,0.3462016529e-1
364,0.1194671435e-2,0.3581483672e-1
365,0.1222620858e-2,0.3703745758e-1
366,0.1250789539e-2,0.3828824712e-1
367,0.1279167819e-2,0.3956741494e-1
368,0.1307745878e-2,0.4087516082e-1
369,0.1336513738e-2,0.4221167455e-1
370,0.1365461278e-2,0.4357713583e-1
371,0.1394578242e-2,0.4497171408e-1
372,0.1423854249e-2,0.4639556832e-1
373,0.1453278803e-2,0.4784884713e-1
374,0.1482841305e-2,0.4933168843e-1
375,0.1512531062e-2,0.5084421949e-1
376,0.1542337294e-2,0.5238655679e-1
377,0.1572249151e-2,0.5395880594e-1
378,0.1602255717e-2,0.5556106166e-1
379,0.1632346022e-2,0.5719340768e-1
380,0.1662509053e-2,0.5885591673e-1
381,0.1692733763e-2,0.6054865049e-1
382,0.1723009079e-2,0.6227165957e-1
383,0.1753323915e-2,0.6402498349e-1
384,0.1783667181e-2,0.6580865067e-1
385,0.1814027789e-2,0.6762267846e-1
386,0.1844394666e-2,0.6946707313e-1
387,0.1874756762e-2,0.7134182989e-1
388,0.1905103058e-2,0.7324693295e-1
389,0.1935422577e-2,0.7518235552e-1
390,0.1965704389e-2,0.7714805991e-1
391,0.1995937623e-2,0.7914399753e-1
392,0.2026111475e-2,0.8117010901e-1
393,0.2056215214e-2,0.8322632422e-1
394,0.2086238189e-2,0.8531256241e-1
395,0.2116169842e-2,0.8742873225e-1
396,0.2145999708e-2,0.8957473196e-1
397,0.217571743e-2,0.9175044939e-1
398,0.220531276e-2,0.9395576215e-1
399,0.2234775566e-2,0.9619053772e-1
400,0.2264095844e-2,0.9845463356e-1
401,0.2293263717e-2,0.1007478973e0
402,0.2322269447e-2,0.1030701667e0
403,0.2351103438e-2,0.1054212702e0
404,0.2379756239e-2,0.1078010264e0
405,0.2408218557e-2,0.110209245e0
406,0.2436481252e-2,0.1126457262e0
407,0.2464535351e-2,0.1151102616e0
408,0.2492372047e-2,0.1176026336e0
409,0.2519982703e-2,0.1201226163e0
410,0.2547358862e-2,0.1226699752e0
411,0.2574492242e-2,0.1252444674e0
412,0.2601374747e-2,0.1278458422e0
413,0.2627998466e-2,0.1304738406e0
414,0.2654355681e-2,0.1331281963e0
415,0.2680438862e-2,0.1358086352e0
416,0.2706240677e-2,0.1385148759e0
417,0.273175399e-2,0.1412466298e0
418,0.2756971865e-2,0.1440036017e0
419,0.2781887568e-2,0.1467854893e0
420,0.2806494569e-2,0.1495919838e0
421,0.2830786541e-2,0.1524227704e0
422,0.2854757363e-2,0.1552775277e0
423,0.2878401122e-2,0.1581559289e0
424,0.2901712114e-2,0.161057641e0
425,0.2924684842e-2,0.1639823258e0
426,0.2947314017e-2,0.1669296398e0
427,0.2969594562e-2,0.1698992344e0
428,0.2991521609e-2,0.172890756e0
429,0.3013090497e-2,0.1759038465e0
430,0.3034296775e-2,0.1789381433e0
431,0.3055136203e-2,0.1819932795e0
432,0.3075604745e-2,0.1850688842e0
433,0.3095698575e-2,0.1881645828e0
434,0.3115414073e-2,0.1912799969e0
435,0.3134747823e-2,0.1944147447e0
436,0.3153696613e-2,0.1975684413e0
437,0.3172257434e-2,0.2007406987e0
438,0.3190427478e-2,0.2039311262e0
439,0.3208204136e-2,0.2071393304e0
440,0.3225584998e-2,0.2103649154e0
441,0.3242567847e-2,0.2136074832e0
442,0.3259150662e-2,0.2168666339e0
443,0.3275331613e-2,0.2201419655e0
444,0.3291109058e-2,0.2234330745e0
445,0.3306481545e-2,0.2267395561e0
446,0.3321447803e-2,0.2300610039e0
447,0.3336006746e-2,0.2333970106e0
448,0.3350157466e-2,0.2367471681e0
449,0.3363899232e-2,0.2401110673e0
450,0.3377231489e-2,0.2434882988e0
451,0.339015385e-2,0.2468784527e0
452,0.3402666099e-2,0.2502811188e0
453,0.3414768185e-2,0.253695887e0
454,0.3426460219e-2,0.2571223472e0
455,0.3437742472e-2,0.2605600896e0
456,0.3448615372e-2,0.264008705e0
457,0.3459079498e-2,0.2674677845e0
458,0.3469135581e-2,0.2709369201e0
459,0.3478784499e-2,0.2744157046e0
460,0.3488027273e-2,0.2779037319e0
461,0.3496865064e-2,0.2814005969e0
462,0.3505299172e-2,0.2849058961e0
463,0.3513331029e-2,0.2884192271e0
464,0.3520962198e-2,0.2919401893e0
465,0.352819437e-2,0.2954683837e0
466,0.3535029359e-2,0.2990034131e0
467,0.3541469099e-2,0.3025448822e0
468,0.3547515642e-2,0.3060923978e0
469,0.3553171155e-2,0.309645569e0
470,0.3558437913e-2,0.3132040069e0
471,0.35633183e-2,0.3167673252e0
472,0.3567814804e-2,0.32033514e0
473,0.3571930011e-2,0.32390707e0
474,0.3575666607e-2,0.3274827366e0
475,0.3579027371e-2,0.331061764e0
476,0.3582015173e-2,0.3346437791e0
477,0.3584632969e-2,0.3382284121e0
478,0.3586883802e-2,0.3418152959e0
479,0.3588770793e-2,0.3454040667e0
480,0.3590297143e-2,0.3489943638e0
481,0.3591466126e-2,0.35258583e0
482,0.359228109e-2,0.3561781111e0
483,0.359274545e-2,0.3597708565e0
484,0.3592862685e-2,0.3633637192e0
485,0.359263634e-2,0.3669563555e0
486,0.3592070017e-2,0.3705484256e0
487,0.3591167376e-2,0.3741395929e0
488,0.358993213e-2,0.3777295251e0
489,0.3588368042e-2,0.3813178931e0
490,0.3586478925e-2,0.384904372e0
491,0.3584268636e-2,0.3884886407e0
492,0.3581741076e-2,0.3920703817e0
493,0.3578900183e-2,0.3956492819e0
494,0.3575749935e-2,0.3992250319e0
495,0.3572294344e-2,0.4027973262e0
496,0.3568537454e-2,0.4063658637e0
497,0.3564483339e-2,0.409930347e0
498,0.3560136098e-2,0.4134904831e0
499,0.3555499859e-2,0.417045983e0
500,0.3550578768e-2,0.4205965617e0
501,0.3545376994e-2,0.4241419387e0
502,0.3539898723e-2,0.4276818374e0
503,0.3534148156e-2,0.4312159856e0
504,0.352812951e-2,0.4347441151e0
505,0.3521847009e-2,0.4382659621e0
506,0.3515304891e-2,0.441781267e0
507,0.3508507398e-2,0.4452897744e0
508,0.3501458779e-2,0.4487912332e0
509,0.3494163287e-2,0.4522853965e0
510,0.3486625174e-2,0.4557720216e0
511,0.3478848693e-2,0.4592508703e0
512,0.3470838097e-2,0.4627217084e0
513,0.3462597633e-2,0.4661843061e0
514,0.3454131543e-2,0.4696384376e0
515,0.3445444061e-2,0.4730838817e0
516,0.3436539415e-2,0.4765204211e0
517,0.342742182e-2,0.4799478429e0
518,0.3418095481e-2,0.4833659384e0
519,0.3408564591e-2,0.486774503e0
520,0.3398833324e-2,0.4901733363e0
521,0.3388905844e-2,0.4935622421e0
522,0.3378786293e-2,0.4969410284e0
523,0.3368478798e-2,0.5003095072e0
524,0.3357987464e-2,0.5036674947e0
525,0.3347316376e-2,0.5070148111e0
526,0.3336469598e-2,0.5103512807e0
527,0.332545117e-2,0.5136767318e0
528,0.3314265107e-2,0.5169909969e0
529,0.33029154e-2,0.5202939123e0
530,0.3291406015e-2,0.5235853184e0
531,0.3279740888e-2,0.5268650593e0
532,0.3267923931e-2,0.5301329832e0
533,0.3255959023e-2,0.5333889422e0
534,0.3243850016e-2,0.5366327922e0
535,0.3231600732e-2,0.539864393e0
536,0.321921496e-2,0.5430836079e0
537,0.3206696459e-2,0.5462903044e0
538,0.3194048955e-2,0.5494843533e0
539,0.3181276138e-2,0.5526656295e0
540,0.316838167e-2,0.5558340111e0
541,0.3155369173e-2,0.5589893803e0
542,0.3142242238e-2,0.5621316225e0
543,0.3129004419e-2,0.565260627e0
544,0.3115659234e-2,0.5683762862e0
545,0.3102210165e-2,0.5714784964e0
546,0.3088660657e-2,0.574567157e0
547,0.307501412e-2,0.5776421711e0
548,0.3061273922e-2,0.5807034451e0
549,0.3047443397e-2,0.5837508885e0
550,0.3033525841e-2,0.5867844143e0
551,0.3019524509e-2,0.5898039388e0
552,0.3005442618e-2,0.5928093814e0
553,0.2991283348e-2,0.5958006648e0
554,0.2977049839e-2,0.5987777146e0
555,0.296274519e-2,0.6017404598e0
556,0.2948372462e-2,0.6046888323e0
557,0.2933934677e-2,0.6076227669e0
558,0.2919434816e-2,0.6105422018e0
559,0.2904875821e-2,0.6134470776e0
560,0.2890260593e-2,0.6163373382e0
561,0.2875591996e-2,0.6192129302e0
562,0.2860872849e-2,0.622073803e0
563,0.2846105936e-2,0.624919909e0
564,0.2831293997e-2,0.627751203e0
565,0.2816439735e-2,0.6305676427e0
566,0.2801545812e-2,0.6333691885e0
567,0.2786614849e-2,0.6361558033e0
568,0.2771649429e-2,0.6389274528e0
569,0.2756652094e-2,0.6416841049e0
570,0.2741625346e-2,0.6444257302e0
571,0.2726571648e-2,0.6471523019e0
572,0.2711493425e-2,0.6498637953e0
573,0.269639306e-2,0.6525601884e0
574,0.2681272898e-2,0.6552414612e0
575,0.2666135246e-2,0.6579075965e0
576,0.265098237e-2,0.6605585789e0
577,0.26358165e-2,0.6631943954e0
578,0.2620639826e-2,0.6658150352e0
579,0.26054545e-2,0.6684204897e0
580,0.2590262635e-2,0.6710107523e0
581,0.2575066308e-2,0.6735858186e0
582,0.2559867557e-2,0.6761456862e0
583,0.2544668383e-2,0.6786903546e0
584,0.2529470752e-2,0.6812198253e0
585,0.251427659e-2,0.6837341019e0
586,0.2499087788e-2,0.6862331897e0
587,0.2483906201e-2,0.6887170959e0
588,0.2468733647e-2,0.6911858296e0
589,0.2453571909e-2,0.6936394015e0
590,0.2438422736e-2,0.6960778242e0
591,0.2423287839e-2,0.698501112e0
592,0.2408168895e-2,0.7009092809e0
593,0.2393067549e-2,0.7033023485e0
594,0.237798541e-2,0.7056803339e0
595,0.2362924052e-2,0.7080432579e0
596,0.2347885016e-2,0.710391143e0
597,0.2332869813e-2,0.7127240128e0
598,0.2317879917e-2,0.7150418927e0
599,0.2302916771e-2,0.7173448095e0
600,0.2287981787e-2,0.7196327912e0
601,0.2273076344e-2,0.7219058676e0
602,0.2258201788e-2,0.7241640694e0
603,0.2243359437e-2,0.7264074288e0
604,0.2228550577e-2,0.7286359794e0
605,0.2213776462e-2,0.7308497559e0
606,0.2199038318e-2,0.7330487942e0
607,0.218433734e-2,0.7352331315e0
608,0.2169674694e-2,0.7374028062e0
609,0.2155051518e-2,0.7395578577e0
610,0.2140468919e-2,0.7416983266e0
611,0.2125927978e-2,0.7438242546e0
612,0.2111429746e-2,0.7459356844e0
613,0.2096975249e-2,0.7480326596e0
614,0.2082565483e-2,0.7501152251e0
615,0.206820142e-2,0.7521834265e0
616,0.2053884002e-2,0.7542373105e0
617,0.2039614148e-2,0.7562769247e0
618,0.2025392749e-2,0.7583023174e0
619,0.2011220672e-2,0.7603135381e0
620,0.1997098759e-2,0.7623106368e0
621,0.1983027825e-2,0.7642936647e0
622,0.1969008664e-2,0.7662626733e0
623,0.1955042044e-2,0.7682177154e0
624,0.1941128709e-2,0.7701588441e0
625,0.1927269381e-2,0.7720861135e0
626,0.1913464758e-2,0.7739995782e0
627,0.1899715515e-2,0.7758992937e0
628,0.1886022306e-2,0.777785316e0
629,0.1872385763e-2,0.7796577018e0
630,0.1858806496e-2,0.7815165083e0
631,0.1845285092e-2,0.7833617934e0
632,0.1831822121e-2,0.7851936155e0
633,0.1818418129e-2,0.7870120336e0
634,0.1805073642e-2,0.7888171073e0
635,0.1791789169e-2,0.7906088965e0
636,0.1778565197e-2,0.7923874617e0
637,0.1765402193e-2,0.7941528639e0
638,0.1752300607e-2,0.7959051645e0
639,0.173926087e-2,0.7976444253e0
640,0.1726283394e-2,0.7993707087e0
641,0.1713368573e-2,0.8010840773e0
642,0.1700516785e-2,0.8027845941e0
643,0.1687728388e-2,0.8044723225e0
644,0.1675003725e-2,0.8061473262e0
645,0.1662343122e-2,0.8078096693e0
646,0.1649746887e-2,0.8094594162e0
647,0.1637215314e-2,0.8110966315e0
648,0.162474868e-2,0.8127213802e0
649,0.1612347247e-2,0.8143337274e0
650,0.160001126e-2,0.8159337387e0
651,0.1587740953e-2,0.8175214797e0
652,0.157553654e-2,0.8190970162e0
653,0.1563398225e-2,0.8206604144e0
654,0.1551326196e-2,0.8222117406e0
655,0.1539320628e-2,0.8237510612e0
656,0.152738168e-2,0.8252784429e0
657,0.1515509501e-2,0.8267939524e0
658,0.1503704226e-2,0.8282976566e0
659,0.1491965975e-2,0.8297896226e0
660,0.1480294858e-2,0.8312699175e0
661,0.1468690972e-2,0.8327386085e0
662,0.1457154403e-2,0.8341957629e0
663,0.1445685222e-2,0.8356414481e0
664,0.1434283492e-2,0.8370757316e0
665,0.1422949264e-2,0.8384986808e0
666,0.1411682576e-2,0.8399103634e0
667,0.1400483458e-2,0.8413108469e0
668,0.1389351927e-2,0.8427001988e0
669,0.1378287991e-2,0.8440784868e0
670,0.1367291647e-2,0.8454457784e0
671,0.1356362885e-2,0.8468021413e0
672,0.1345501681e-2,0.848147643e0
673,0.1334708004e-2,0.849482351e0
674,0.1323981815e-2,0.8508063328e0
675,0.1313323063e-2,0.8521196559e0
676,0.1302731691e-2,0.8534223876e0
677,0.1292207631e-2,0.8547145952e0
678,0.1281750808e-2,0.855996346e0
679,0.1271361139e-2,0.8572677072e0
680,0.1261038533e-2,0.8585287457e0
681,0.125078289e-2,0.8597795286e0
682,0.1240594105e-2,0.8610201227e0
683,0.1230472062e-2,0.8622505947e0
684,0.122041664e-2,0.8634710114e0
685,0.1210427712e-2,0.8646814391e0
686,0.1200505142e-2,0.8658819442e0
687,0.1190648788e-2,0.867072593e0
688,0.1180858502e-2,0.8682534515e0
689,0.117113413e-2,0.8694245857e0
690,0.116147551e-2,0.8705860612e0
691,0.1151882475e-2,0.8717379436e0
692,0.1142354854e-2,0.8728802985e0
693,0.1132892468e-2,0.874013191e0
694,0.1123495133e-2,0.8751366861e0
695,0.1114162661e-2,0.8762508488e0
696,0.1104894856e-2,0.8773557436e0
697,0.1095691521e-2,0.8784514351e0
698,0.1086552449e-2,0.8795379876e0
699,0.1077477434e-2,0.880615465e0
700,0.106846626e-2,0.8816839313e0
701,0.1059518711e-2,0.88274345e0
702,0.1050634563e-2,0.8837940846e0
703,0.1041813591e-2,0.8848358981e0
704,0.1033055563e-2,0.8858689537e0
705,0.1024360247e-2,0.886893314e0
706,0.1015727402e-2,0.8879090414e0
707,0.1007156787e-2,0.8889161981e0
708,0.9986481577e-3,0.8899148463e0
709,0.9902012641e-3,0.8909050476e0
710,0.9818158543e-3,0.8918868634e0
711,0.9734916731e-3,0.8928603551e0
712,0.965228462e-3,0.8938255836e0
713,0.9570259598e-3,0.8947826095e0
714,0.9488839021e-3,0.8957314934e0
715,0.9408020221e-3,0.8966722954e0
716,0.9327800503e-3,0.8976050755e0
717,0.9248177146e-3,0.8985298932e0
718,0.9169147405e-3,0.8994468079e0
719,0.9090708512e-3,0.9003558788e0
720,0.9012857677e-3,0.9012571646e0
721,0.8935592089e-3,0.9021507238e0
722,0.8858908916e-3,0.9030366147e0
723,0.8782805307e-3,0.9039148952e0
724,0.8707278393e-3,0.904785623e0
725,0.8632325286e-3,0.9056488556e0
726,0.8557943084e-3,0.9065046499e0
727,0.8484128867e-3,0.9073530628e0
728,0.84108797e-3,0.9081941507e0
729,0.8338192635e-3,0.90902797e0
730,0.826606471e-3,0.9098545765e0
731,0.8194492951e-3,0.9106740258e0
732,0.8123474371e-3,0.9114863732e0
733,0.8053005974e-3,0.9122916738e0
734,0.7983084752e-3,0.9130899823e0
735,0.7913707688e-3,0.913881353e0
736,0.7844871755e-3,0.9146658402e0
737,0.7776573921e-3,0.9154434976e0
738,0.7708811142e-3,0.9162143787e0
739,0.7641580372e-3,0.9169785368e0
740,0.7574878555e-3,0.9177360246e0
741,0.7508702631e-3,0.9184868949e0
742,0.7443049534e-3,0.9192311998e0
743,0.7377916197e-3,0.9199689914e0
744,0.7313299544e-3,0.9207003214e0
745,0.7249196501e-3,0.921425241e0
746,0.7185603987e-3,0.9221438014e0
747,0.7122518922e-3,0.9228560533e0
748,0.7059938223e-3,0.9235620472e0
749,0.6997858807e-3,0.924261833e0
750,0.6936277589e-3,0.9249554608e0
751,0.6875191486e-3,0.9256429799e0
752,0.6814597413e-3,0.9263244397e0
753,0.6754492289e-3,0.9269998889e0
754,0.6694873031e-3,0.9276693762e0
755,0.6635736561e-3,0.9283329499e0
756,0.6577079802e-3,0.9289906579e0
